536 out of 10016 so freq of 0.0535 have liscenses
license,frequency
+393279079828,0.001697792869269949
+393337392927,0.001697792869269949
+393384876701,0.001697792869269949
+393465264088,0.001697792869269949
0000,0.001697792869269949
00046225/2021/FI,0.001697792869269949
00053200,0.001697792869269949
00393283446974,0.001697792869269949
00393492542533,0.001697792869269949
03035300486,0.001697792869269949
04017LTN3282,0.003395585738539898
04017LTN3902,0.001697792869269949
04017LTN3904,0.001697792869269949
04017LTN3918,0.001697792869269949
04017LTN4161,0.001697792869269949
0408017LTI5973,0.001697792869269949
048017-LTN-5871,0.001697792869269949
048017AFR2075,0.0050933786078098476
048017AFR2495,0.001697792869269949
048017ALL0522,0.001697792869269949
048017BBI0169,0.006791171477079796
048017CAV0158,0.0050933786078098476
048017CAV0262,0.001697792869269949
048017CAV0273,0.001697792869269949
048017CAV0291,0.001697792869269949
048017CAV0420,0.001697792869269949
048017CAV0438,0.001697792869269949
048017LNTN091,0.001697792869269949
048017LTI 1177,0.001697792869269949
048017LTI0629,0.001697792869269949
048017LTI1103,0.001697792869269949
048017LTI1104,0.001697792869269949
048017LTI1106,0.001697792869269949
048017LTI1109,0.001697792869269949
048017LTI1110,0.001697792869269949
048017LTI1112,0.001697792869269949
048017LTI1171,0.003395585738539898
048017LTI1172,0.001697792869269949
048017LTI1174,0.001697792869269949
048017LTI1176,0.001697792869269949
048017LTI1248,0.001697792869269949
048017LTI1249,0.001697792869269949
048017LTI1250,0.001697792869269949
048017LTI1988,0.001697792869269949
048017LTI2042,0.001697792869269949
048017LTI2043,0.001697792869269949
048017LTI2367,0.001697792869269949
048017LTI2473,0.001697792869269949
048017LTI2475,0.001697792869269949
048017LTI2476,0.001697792869269949
048017LTI2552,0.001697792869269949
048017LTI2553,0.001697792869269949
048017LTI2556,0.001697792869269949
048017LTI2557,0.001697792869269949
048017LTI2558,0.001697792869269949
048017LTI2559,0.001697792869269949
048017LTI2560,0.001697792869269949
048017LTI2561,0.001697792869269949
048017LTI2563,0.001697792869269949
048017LTI2589,0.001697792869269949
048017LTI2958,0.001697792869269949
048017LTI4767,0.001697792869269949
048017LTI4875,0.001697792869269949
048017LTI5347,0.001697792869269949
048017LTI5968,0.0050933786078098476
048017LTI5969,0.0050933786078098476
048017LTI5970,0.001697792869269949
048017LTI5971,0.001697792869269949
048017LTI5973,0.001697792869269949
048017LTI5974,0.001697792869269949
048017LTI6087,0.001697792869269949
048017LTI6088,0.001697792869269949
048017LTI6109,0.0050933786078098476
048017LTI6115,0.003395585738539898
048017LTI6116,0.001697792869269949
048017LTI6120,0.001697792869269949
048017LTI6212,0.001697792869269949
048017LTI6214,0.001697792869269949
048017LTI6238,0.003395585738539898
048017LTI6242,0.001697792869269949
048017LTI6362,0.001697792869269949
048017LTI6442,0.001697792869269949
048017LTI6445,0.001697792869269949
048017LTI6528,0.001697792869269949
048017LTM2965,0.001697792869269949
048017LTN0085,0.001697792869269949
048017LTN0103,0.003395585738539898
048017LTN0114,0.001697792869269949
048017LTN0178,0.003395585738539898
048017LTN0184,0.001697792869269949
048017LTN0186,0.001697792869269949
048017LTN0214,0.001697792869269949
048017LTN0218,0.001697792869269949
048017LTN0259,0.001697792869269949
048017LTN0273,0.001697792869269949
048017LTN0278,0.001697792869269949
048017LTN0291,0.001697792869269949
048017LTN0292,0.001697792869269949
048017LTN0332,0.001697792869269949
048017LTN0334,0.001697792869269949
048017LTN0337,0.001697792869269949
048017LTN0338,0.001697792869269949
048017LTN0343,0.001697792869269949
048017LTN0374,0.001697792869269949
048017LTN0404,0.001697792869269949
048017LTN0405,0.001697792869269949
048017LTN0423,0.001697792869269949
048017LTN0424,0.001697792869269949
048017LTN0452,0.001697792869269949
048017LTN0492,0.001697792869269949
048017LTN0538,0.001697792869269949
048017LTN0558,0.001697792869269949
048017LTN0559,0.001697792869269949
048017LTN0561,0.001697792869269949
048017LTN0571,0.001697792869269949
048017LTN0581,0.001697792869269949
048017LTN0590,0.001697792869269949
048017LTN0599,0.001697792869269949
048017LTN0600,0.001697792869269949
048017LTN0601,0.001697792869269949
048017LTN0608,0.001697792869269949
048017LTN0632,0.001697792869269949
048017LTN0633,0.003395585738539898
048017LTN0634,0.001697792869269949
048017LTN0649,0.001697792869269949
048017LTN0652,0.001697792869269949
048017LTN0653,0.001697792869269949
048017LTN0681,0.003395585738539898
048017LTN0704,0.001697792869269949
048017LTN0709,0.001697792869269949
048017LTN0714,0.001697792869269949
048017LTN0749,0.001697792869269949
048017LTN0765,0.001697792869269949
048017LTN0769,0.001697792869269949
048017LTN0783,0.001697792869269949
048017LTN0784,0.001697792869269949
048017LTN0786,0.001697792869269949
048017LTN0788,0.001697792869269949
048017LTN0789,0.001697792869269949
048017LTN0790,0.001697792869269949
048017LTN0792,0.001697792869269949
048017LTN0794,0.001697792869269949
048017LTN0808,0.001697792869269949
048017LTN0809,0.001697792869269949
048017LTN0810,0.001697792869269949
048017LTN0919,0.001697792869269949
048017LTN0934,0.001697792869269949
048017LTN0985,0.001697792869269949
048017LTN1004,0.001697792869269949
048017LTN1155,0.001697792869269949
048017LTN1309,0.001697792869269949
048017LTN1312,0.001697792869269949
048017LTN1315,0.001697792869269949
048017LTN1317,0.001697792869269949
048017LTN1319,0.001697792869269949
048017LTN1321,0.001697792869269949
048017LTN1322,0.001697792869269949
048017LTN1330,0.001697792869269949
048017LTN1393,0.001697792869269949
048017LTN1417,0.001697792869269949
048017LTN1449,0.001697792869269949
048017LTN1474,0.001697792869269949
048017LTN1477,0.001697792869269949
048017LTN1525,0.001697792869269949
048017LTN1526,0.001697792869269949
048017LTN1527,0.001697792869269949
048017LTN1529,0.001697792869269949
048017LTN1550,0.001697792869269949
048017LTN1551,0.001697792869269949
048017LTN1569,0.001697792869269949
048017LTN1593,0.001697792869269949
048017LTN1628,0.001697792869269949
048017LTN1629,0.001697792869269949
048017LTN1631,0.001697792869269949
048017LTN1633,0.001697792869269949
048017LTN1635,0.001697792869269949
048017LTN1637,0.001697792869269949
048017LTN1638,0.001697792869269949
048017LTN1658,0.001697792869269949
048017LTN1698,0.001697792869269949
048017LTN1699,0.001697792869269949
048017LTN1815,0.001697792869269949
048017LTN1820,0.001697792869269949
048017LTN1842,0.003395585738539898
048017LTN1954,0.001697792869269949
048017LTN1955,0.003395585738539898
048017LTN1956,0.003395585738539898
048017LTN2005,0.001697792869269949
048017LTN2017,0.001697792869269949
048017LTN2025,0.001697792869269949
048017LTN2032,0.001697792869269949
048017LTN2033,0.001697792869269949
048017LTN2038,0.001697792869269949
048017LTN2055,0.001697792869269949
048017LTN2067,0.001697792869269949
048017LTN2124,0.001697792869269949
048017LTN2127,0.001697792869269949
048017LTN2138,0.001697792869269949
048017LTN2141,0.001697792869269949
048017LTN2144,0.001697792869269949
048017LTN2146,0.0050933786078098476
048017LTN2188,0.001697792869269949
048017LTN2202,0.001697792869269949
048017LTN2207,0.001697792869269949
048017LTN2209,0.001697792869269949
048017LTN2211,0.001697792869269949
048017LTN2212,0.001697792869269949
048017LTN2214,0.001697792869269949
048017LTN2216,0.001697792869269949
048017LTN2286,0.001697792869269949
048017LTN2287,0.001697792869269949
048017LTN2288,0.001697792869269949
048017LTN2291,0.001697792869269949
048017LTN2295,0.001697792869269949
048017LTN2298,0.001697792869269949
048017LTN2302,0.001697792869269949
048017LTN2352,0.001697792869269949
048017LTN2411,0.001697792869269949
048017LTN2416,0.001697792869269949
048017LTN2420,0.001697792869269949
048017LTN2421,0.001697792869269949
048017LTN2422,0.001697792869269949
048017LTN2494,0.003395585738539898
048017LTN2585,0.001697792869269949
048017LTN2823,0.001697792869269949
048017LTN2842,0.001697792869269949
048017LTN2852,0.0050933786078098476
048017LTN2853,0.003395585738539898
048017LTN2871,0.001697792869269949
048017LTN2935,0.001697792869269949
048017LTN2995,0.001697792869269949
048017LTN3003,0.001697792869269949
048017LTN3019,0.001697792869269949
048017LTN3145,0.001697792869269949
048017LTN3166,0.003395585738539898
048017LTN3176,0.001697792869269949
048017LTN3180,0.001697792869269949
048017LTN3181,0.001697792869269949
048017LTN3192,0.001697792869269949
048017LTN3193,0.001697792869269949
048017LTN3195,0.001697792869269949
048017LTN3197,0.001697792869269949
048017LTN3198,0.001697792869269949
048017LTN3200,0.001697792869269949
048017LTN3201,0.001697792869269949
048017LTN3203,0.001697792869269949
048017LTN3220,0.001697792869269949
048017LTN3226,0.001697792869269949
048017LTN3241,0.001697792869269949
048017LTN3267,0.001697792869269949
048017LTN3278,0.001697792869269949
048017LTN3280,0.001697792869269949
048017LTN3281,0.001697792869269949
048017LTN3282,0.001697792869269949
048017LTN3283,0.001697792869269949
048017LTN3285,0.001697792869269949
048017LTN3286,0.003395585738539898
048017LTN3287,0.001697792869269949
048017LTN3288,0.003395585738539898
048017LTN3311,0.001697792869269949
048017LTN3323,0.001697792869269949
048017LTN3325,0.001697792869269949
048017LTN3337,0.001697792869269949
048017LTN3368,0.001697792869269949
048017LTN3369,0.001697792869269949
048017LTN3371,0.001697792869269949
048017LTN3411,0.001697792869269949
048017LTN3423,0.001697792869269949
048017LTN3424,0.001697792869269949
048017LTN3428,0.001697792869269949
048017LTN3429,0.001697792869269949
048017LTN3430,0.001697792869269949
048017LTN3431,0.001697792869269949
048017LTN3433,0.001697792869269949
048017LTN3439,0.001697792869269949
048017LTN3441,0.001697792869269949
048017LTN3462,0.001697792869269949
048017LTN3463,0.001697792869269949
048017LTN3467,0.001697792869269949
048017LTN3471,0.001697792869269949
048017LTN3486,0.006791171477079796
048017LTN3585 D612,0.001697792869269949
048017LTN3597,0.001697792869269949
048017LTN3674,0.001697792869269949
048017LTN3737,0.001697792869269949
048017LTN3739,0.001697792869269949
048017LTN3740,0.001697792869269949
048017LTN3741,0.001697792869269949
048017LTN3742,0.001697792869269949
048017LTN3757,0.001697792869269949
048017LTN3765,0.001697792869269949
048017LTN3766,0.001697792869269949
048017LTN3770,0.001697792869269949
048017LTN3771,0.001697792869269949
048017LTN3774,0.001697792869269949
048017LTN3775,0.001697792869269949
048017LTN3776,0.001697792869269949
048017LTN3778,0.001697792869269949
048017LTN3780,0.001697792869269949
048017LTN3782,0.001697792869269949
048017LTN3787,0.001697792869269949
048017LTN3788,0.001697792869269949
048017LTN3789,0.001697792869269949
048017LTN3793,0.001697792869269949
048017LTN3794,0.001697792869269949
048017LTN3795,0.001697792869269949
048017LTN3796,0.001697792869269949
048017LTN3801,0.001697792869269949
048017LTN3802,0.001697792869269949
048017LTN3803,0.001697792869269949
048017LTN3840,0.001697792869269949
048017LTN3881,0.001697792869269949
048017LTN3931,0.001697792869269949
048017LTN3932,0.001697792869269949
